AgmtID,Unique,C1_Region,C1_LDC,C2_OECD,C2_G20,C2_BEPS,C1,C2,Signedyear,Effectiveyear,Type,Ratified,Terminated,5i,5ii,5iii,5iv,5v,5vi,5vii,5viii,7i,7ii,8i,10i,10ii,10iii,11i,12i,12ii,12iii,12iv,13i,13ii,16i,18i,18ii,21i,27i,source.country,destination.country
4307,1,Asia,FALSE,FALSE,FALSE,FALSE,Philippines,United Arab Emirates,2003,2009,New treaty,Yes,No,6,YES,6,NO,NO,YES,NO,NO,YES,NO,YES,10,10,15,10,10,YES,YES,"NA",YES,NO,NO,NO,YES,NO,No,PHL,ARE
402,1,Asia,FALSE,TRUE,FALSE,TRUE,Pakistan,Austria,2005,2008,Renegotiation,Yes,No,6,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,10,20,15,15,10,YES,YES,10,YES,YES,YES,NO,NO,YES,No,PAK,AUT
2009,1,Africa,TRUE,TRUE,FALSE,TRUE,Ethiopia,Israel,2004,2008,New treaty,Yes,No,9,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,5,10,15,10,5,YES,NO,"NA",YES,YES,NO,NO,YES,NO,No,ETH,ISR
2024,1,Africa,TRUE,FALSE,FALSE,FALSE,Ethiopia,Tunisia,2003,2008,New treaty,Yes,No,9,YES,NO,NO,YES,YES,YES,YES,NO,NO,NO,5,"NA",5,10,5,YES,YES,"NA",NO,NO,NO,NO,NO,NO,No,ETH,TUN
2025,1,Africa,TRUE,TRUE,TRUE,TRUE,Ethiopia,Turkey,2005,2008,New treaty,Yes,No,12,NO,NO,YES,YES,NO,NO,YES,YES,NO,NO,10,"NA",10,10,10,YES,NO,"NA",NO,NO,NO,NO,NO,NO,No,ETH,TUR
2355,1,Africa,FALSE,TRUE,TRUE,TRUE,Ghana,Germany,2004,2008,New treaty,Yes,No,9,NO,NO,YES,YES,NO,NO,NO,NO,YES,NO,5,10,15,10,8,YES,NO,8,YES,NO,NO,NO,YES,NO,No,GHA,DEU
2508,1,Africa,FALSE,FALSE,TRUE,TRUE,Ghana,South Africa,2004,2008,New treaty,Yes,No,6,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,5,10,15,10,10,YES,NO,10,YES,NO,NO,NO,YES,YES,Yes,GHA,ZAF
4232,1,Asia,FALSE,TRUE,FALSE,TRUE,Pakistan,Portugal,2e3,2008,New treaty,Yes,No,6,NO,NO,NO,NO,NO,NO,YES,NO,YES,YES,10,25,15,10,10,YES,YES,10,NO,NO,YES,NO,NO,YES,No,PAK,PRT
4390,1,Asia,FALSE,FALSE,FALSE,FALSE,Sri Lanka,Qatar,2004,2008,New treaty,Yes,No,3,YES,3,NO,NO,YES,YES,YES,YES,YES,YES,10,"NA",10,10,10,YES,YES,"NA",NO,NO,YES,NO,NO,YES,No,LKA,QAT
595,1,Asia,TRUE,FALSE,TRUE,TRUE,Bangladesh,Indonesia,2003,2007,New treaty,Yes,No,6,YES,3,NO,NO,YES,NO,NO,NO,NO,YES,10,10,15,10,10,NO,YES,"NA",YES,NO,NO,NO,NO,NO,No,BGD,IDN
621,1,Asia,TRUE,TRUE,TRUE,TRUE,Bangladesh,United States,2004,2007,Renegotiation,Yes,No,6,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,10,10,15,10,10,YES,NO,"NA",YES,NO,"NA",NO,YES,YES,No,BGD,USA
719,1,Asia,FALSE,FALSE,FALSE,FALSE,Pakistan,Belarus,2004,2007,New treaty,Yes,No,6,YES,NO,YES,YES,NO,NO,NO,NO,YES,NO,10,25,15,10,15,YES,YES,"NA",NO,NO,YES,YES,YES,YES,No,PAK,BLR
970,1,Asia,FALSE,FALSE,FALSE,FALSE,Pakistan,Bosnia and Herzegovina,2004,2007,New treaty,Yes,No,6,YES,NO,YES,YES,NO,NO,NO,YES,NO,NO,10,"NA",10,20,15,YES,YES,"NA",YES,YES,YES,YES,YES,YES,No,PAK,BIH
2022,1,Africa,TRUE,FALSE,TRUE,TRUE,Ethiopia,South Africa,2004,2007,New treaty,Yes,No,6,YES,6,NO,NO,YES,YES,NO,YES,NO,NO,10,"NA",10,8,20,YES,NO,"NA",YES,NO,NO,YES,NO,NO,No,ETH,ZAF
2500,1,Africa,FALSE,TRUE,TRUE,TRUE,Ghana,Italy,2004,2007,New treaty,Yes,No,6,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,5,10,15,10,10,YES,YES,10,YES,NO,NO,NO,NO,NO,No,GHA,ITA
3263,1,Asia,FALSE,FALSE,FALSE,FALSE,Pakistan,Jordan,2006,2007,New treaty,Yes,No,6,YES,3,NO,NO,NO,NO,NO,YES,YES,YES,10,"NA",10,10,10,YES,NO,10,NO,YES,YES,YES,YES,YES,No,PAK,JOR
3357,1,Asia,TRUE,TRUE,TRUE,TRUE,Laos,Korea (Rep.),2004,2007,New treaty,Yes,No,12,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,5,10,10,10,5,YES,NO,"NA",NO,NO,NO,NO,NO,NO,No,LAO,KOR
3960,1,Asia,FALSE,FALSE,FALSE,FALSE,Mongolia,Ukraine,2002,2007,New treaty,Yes,No,12,NO,NO,NO,NO,YES,NO,YES,YES,YES,NO,10,"NA",10,10,10,YES,NO,"NA",YES,NO,NO,NO,YES,NO,No,MNG,UKR
3986,1,Africa,TRUE,FALSE,FALSE,FALSE,Senegal,Morocco,2002,2007,New treaty,Yes,No,6,YES,2,NO,NO,YES,YES,YES,YES,YES,NO,10,"NA",10,10,10,YES,YES,"NA",YES,NO,YES,NO,YES,NO,Yes,SEN,MAR
4083,1,Africa,TRUE,TRUE,FALSE,TRUE,Uganda,Netherlands,2004,2007,New treaty,Yes,No,6,YES,4,YES,NO,NO,NO,NO,NO,YES,NO,0,50,15,10,10,NO,NO,"NA",NO,NO,NO,NO,NO,NO,Yes,UGA,NLD
4236,1,Asia,FALSE,FALSE,FALSE,FALSE,Pakistan,Saudi Arabia,2006,2007,New treaty,Yes,No,6,YES,6,NO,NO,YES,NO,YES,NO,YES,NO,5,"NA",10,10,10,YES,YES,"NA",YES,YES,NO,NO,YES,YES,No,PAK,SAU
4262,1,Asia,FALSE,FALSE,FALSE,FALSE,Pakistan,Yemen,2004,2007,New treaty,Yes,No,6,YES,NO,NO,NO,YES,YES,YES,YES,YES,YES,10,"NA",10,10,10,YES,YES,10,NO,NO,YES,YES,YES,YES,No,PAK,YEM
4520,1,Asia,FALSE,FALSE,FALSE,FALSE,Vietnam,Seychelles,2005,2007,New treaty,Yes,No,6,YES,6,NO,NO,YES,YES,YES,NO,YES,NO,10,"NA",10,10,10,YES,YES,"NA",YES,YES,NO,NO,YES,YES,No,VNM,SYC
4596,1,Africa,TRUE,FALSE,TRUE,TRUE,Tanzania,South Africa,2005,2007,Renegotiation,Yes,No,6,YES,6,YES,YES,NO,YES,NO,NO,YES,YES,10,15,20,10,10,YES,NO,"NA",YES,NO,NO,YES,YES,YES,Yes,TZA,ZAF
4644,1,Asia,FALSE,FALSE,FALSE,FALSE,Vietnam,Sri Lanka,2005,2007,New treaty,Yes,No,3,YES,NO,NO,NO,YES,YES,YES,YES,YES,YES,10,"NA",10,10,15,YES,YES,15,YES,YES,YES,YES,YES,YES,No,VNM,LKA
4644,0,Asia,FALSE,FALSE,FALSE,FALSE,Sri Lanka,Vietnam,2005,2007,New treaty,Yes,No,3,YES,NO,NO,NO,YES,YES,YES,YES,YES,YES,10,"NA",10,10,15,YES,YES,15,YES,YES,YES,YES,YES,YES,No,LKA,VNM
605,1,Asia,TRUE,TRUE,FALSE,TRUE,Bangladesh,Norway,2004,2006,New treaty,Yes,No,6,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,10,10,15,10,10,YES,NO,"NA",NO,NO,NO,NO,NO,YES,Yes,BGD,NOR
622,1,Asia,FALSE,FALSE,FALSE,FALSE,Vietnam,Bangladesh,2004,2006,New treaty,Yes,No,6,YES,NO,NO,NO,YES,YES,YES,YES,YES,YES,15,"NA",15,15,15,YES,YES,15,YES,YES,NO,NO,NO,YES,No,VNM,BGD
622,0,Asia,TRUE,FALSE,FALSE,FALSE,Bangladesh,Vietnam,2004,2006,New treaty,Yes,No,6,YES,NO,NO,NO,YES,YES,YES,YES,YES,YES,15,"NA",15,15,15,YES,YES,15,YES,YES,NO,NO,NO,YES,No,BGD,VNM
1173,1,Africa,FALSE,FALSE,FALSE,FALSE,Cameroon,Tunisia,1999,2006,New treaty,Yes,No,3,YES,NO,NO,NO,YES,YES,NO,NO,NO,NO,12,"NA",12,15,15,NO,YES,"NA",NO,NO,NO,NO,NO,YES,No,CMR,TUN
1437,1,Asia,FALSE,FALSE,TRUE,TRUE,Sri Lanka,China (People's Rep.),2003,2006,New treaty,Yes,No,6,YES,6,YES,YES,NO,YES,YES,NO,YES,YES,10,"NA",10,10,10,YES,YES,"NA",YES,YES,NO,NO,YES,YES,No,LKA,CHN
3467,1,Africa,FALSE,FALSE,FALSE,FALSE,Zimbabwe,Kuwait,2006,2006,New treaty,Yes,No,3,YES,3,YES,YES,YES,NO,YES,NO,YES,NO,5,10,10,0,10,YES,NO,"NA",NO,NO,NO,YES,NO,NO,No,ZWE,KWT
4250,1,Asia,FALSE,FALSE,FALSE,FALSE,Pakistan,Tajikistan,2004,2006,New treaty,Yes,No,6,YES,NO,NO,NO,YES,YES,YES,YES,YES,NO,5,25,10,10,10,YES,YES,"NA",YES,NO,YES,YES,YES,YES,No,PAK,TJK
4261,1,Asia,FALSE,FALSE,FALSE,FALSE,Vietnam,Pakistan,2004,2006,New treaty,Yes,No,6,YES,NO,NO,NO,YES,YES,YES,YES,YES,NO,15,"NA",15,15,15,YES,YES,15,YES,YES,YES,YES,YES,YES,No,VNM,PAK
4261,0,Asia,FALSE,FALSE,FALSE,FALSE,Pakistan,Vietnam,2004,2006,New treaty,Yes,No,6,YES,NO,NO,NO,YES,YES,YES,YES,YES,NO,15,"NA",15,15,15,YES,YES,15,YES,YES,YES,YES,YES,YES,No,PAK,VNM
4634,1,Asia,FALSE,TRUE,FALSE,TRUE,Vietnam,Spain,2005,2006,New treaty,Yes,No,6,YES,6,YES,YES,YES,NO,YES,NO,YES,NO,10,25,15,10,10,YES,YES,"NA",YES,YES,NO,NO,NO,NO,No,VNM,ESP
389,1,Asia,FALSE,TRUE,FALSE,TRUE,Mongolia,Austria,2003,2005,New treaty,Yes,No,12,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,5,10,10,10,10,NO,NO,"NA",NO,NO,NO,NO,YES,NO,No,MNG,AUT
2156,1,Africa,TRUE,TRUE,TRUE,TRUE,Guinea,France,1999,2005,New treaty,Yes,No,6,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,15,"NA",15,10,10,NO,NO,"NA",YES,NO,NO,NO,YES,NO,Yes,GIN,FRA
2812,1,Africa,TRUE,FALSE,TRUE,TRUE,Sudan,India,2003,2005,New treaty,Yes,No,6,YES,NO,YES,YES,YES,YES,YES,NO,NO,NO,10,"NA",10,10,10,YES,YES,10,NO,YES,NO,NO,NO,NO,Yes,SDN,IND
2832,1,Africa,TRUE,FALSE,TRUE,TRUE,Uganda,India,2004,2005,New treaty,Yes,No,6,YES,NO,YES,NO,YES,YES,YES,NO,NO,NO,10,"NA",10,10,10,YES,YES,10,YES,YES,NO,NO,NO,NO,Yes,UGA,IND
2925,1,Asia,FALSE,FALSE,FALSE,FALSE,Pakistan,Iran,1999,2005,New treaty,Yes,No,12,YES,NO,YES,YES,NO,NO,YES,NO,NO,NO,5,"NA",5,10,10,YES,YES,"NA",YES,NO,NO,NO,YES,YES,No,PAK,IRN
3099,1,Africa,TRUE,TRUE,TRUE,TRUE,Mozambique,Italy,1998,2005,New treaty,Yes,No,6,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,15,"NA",15,10,10,YES,YES,"NA",NO,NO,NO,NO,NO,NO,No,MOZ,ITA
3474,1,Asia,FALSE,FALSE,FALSE,FALSE,Mongolia,Kyrgyzstan,1999,2005,New treaty,Yes,No,12,YES,12,YES,YES,NO,NO,NO,NO,YES,"NA",10,"NA",10,10,10,YES,YES,"NA",YES,NO,NO,NO,NO,NO,No,MNG,KGZ
3548,1,Africa,TRUE,FALSE,FALSE,FALSE,Senegal,Lebanon,2002,2005,New treaty,Yes,No,6,YES,6,YES,YES,NO,YES,NO,NO,NO,NO,10,"NA",10,10,10,NO,NO,"NA",NO,NO,NO,YES,NO,NO,Yes,SEN,LBN
3559,1,Africa,TRUE,FALSE,FALSE,FALSE,Lesotho,Mauritius,1997,2005,New treaty,Yes,No,6,YES,6,NO,NO,YES,NO,NO,NO,NO,NO,10,"NA",10,10,10,YES,YES,"NA",YES,NO,NO,NO,YES,NO,No,LSO,MUS
3868,1,Africa,TRUE,FALSE,FALSE,FALSE,Senegal,Mauritius,2002,2005,New treaty,Yes,No,9,YES,9,YES,YES,NO,YES,NO,NO,YES,NO,0,"NA",0,0,0,YES,NO,"NA",NO,NO,NO,NO,NO,NO,No,SEN,MUS
3882,1,Africa,TRUE,FALSE,FALSE,FALSE,Uganda,Mauritius,2003,2005,New treaty,Yes,No,6,YES,4,NO,NO,YES,NO,NO,NO,YES,NO,10,"NA",10,10,10,YES,YES,10,NO,NO,NO,NO,NO,NO,No,UGA,MUS
3956,1,Asia,FALSE,FALSE,FALSE,FALSE,Mongolia,Singapore,2002,2005,New treaty,Yes,No,6,YES,6,YES,YES,NO,NO,NO,NO,NO,NO,5,25,10,10,5,YES,YES,"NA",YES,NO,NO,NO,NO,YES,No,MNG,SGP
4009,1,Africa,TRUE,FALSE,FALSE,FALSE,Mozambique,United Arab Emirates,2003,2005,New treaty,Yes,No,12,YES,9,YES,YES,YES,NO,NO,NO,NO,NO,0,"NA",0,0,5,YES,NO,"NA",YES,NO,NO,NO,YES,NO,No,MOZ,ARE
4014,1,Asia,FALSE,FALSE,FALSE,FALSE,Vietnam,Myanmar,2e3,2005,New treaty,Yes,No,6,YES,6,NO,NO,YES,YES,YES,NO,YES,YES,10,"NA",10,10,10,YES,YES,10,YES,YES,NO,NO,NO,YES,No,VNM,MMR
4014,0,Asia,TRUE,FALSE,FALSE,FALSE,Myanmar,Vietnam,2e3,2005,New treaty,Yes,No,6,YES,6,NO,NO,YES,YES,YES,NO,YES,YES,10,"NA",10,10,10,YES,YES,10,YES,YES,NO,NO,NO,YES,No,MMR,VNM
4491,1,Africa,TRUE,FALSE,FALSE,FALSE,Senegal,Taiwan,2e3,2005,New treaty,Yes,No,6,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,10,"NA",10,15,12.5,YES,YES,"NA",NO,NO,NO,NO,NO,NO,No,SEN,TWN
4588,1,Africa,FALSE,FALSE,TRUE,TRUE,Swaziland,South Africa,2004,2005,Renegotiation,Yes,No,6,YES,3,NO,NO,YES,NO,NO,NO,NO,NO,10,25,15,10,10,YES,NO,10,YES,NO,NO,YES,NO,YES,Yes,SWZ,ZAF
570,1,Asia,FALSE,FALSE,FALSE,FALSE,Philippines,Bahrain,2001,2004,New treaty,Yes,No,6,YES,6,NO,NO,YES,NO,NO,YES,YES,YES,10,10,15,10,10,YES,YES,"NA",YES,NO,NO,NO,NO,YES,No,PHL,BHR
607,1,Asia,FALSE,FALSE,FALSE,FALSE,Philippines,Bangladesh,1997,2004,New treaty,Yes,No,6,YES,6,NO,NO,YES,NO,NO,NO,NO,"NA",10,25,15,15,15,YES,YES,"NA",YES,NO,NO,NO,YES,YES,No,PHL,BGD
607,0,Asia,TRUE,FALSE,FALSE,FALSE,Bangladesh,Philippines,1997,2004,New treaty,Yes,No,6,YES,6,NO,NO,YES,NO,NO,NO,NO,"NA",10,25,15,15,15,YES,YES,"NA",YES,NO,NO,NO,YES,YES,No,BGD,PHL
617,1,Asia,TRUE,TRUE,TRUE,TRUE,Bangladesh,Turkey,1999,2004,New treaty,Yes,No,12,NO,NO,YES,YES,NO,NO,NO,NO,NO,YES,10,"NA",10,10,10,NO,NO,"NA",NO,NO,NO,NO,NO,NO,No,BGD,TUR
1128,1,Asia,FALSE,FALSE,FALSE,FALSE,Mongolia,Bulgaria,2e3,2004,New treaty,Yes,No,12,NO,NO,YES,YES,NO,YES,YES,NO,NO,NO,10,"NA",10,10,10,YES,YES,"NA",NO,NO,NO,NO,YES,NO,No,MNG,BGR
1265,1,Africa,TRUE,TRUE,TRUE,TRUE,Senegal,Canada,2001,2004,New treaty,Yes,No,3,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,16,"NA",16,16,15,YES,YES,"NA",YES,NO,NO,NO,YES,NO,No,SEN,CAN
1569,1,Asia,FALSE,FALSE,FALSE,FALSE,Vietnam,Cuba,2002,2004,New treaty,Yes,No,6,YES,6,NO,NO,YES,YES,YES,YES,YES,NO,5,70,15,10,10,YES,YES,"NA",YES,YES,NO,NO,NO,YES,No,VNM,CUB
1701,1,Asia,FALSE,TRUE,FALSE,TRUE,Philippines,Czech Republic,2e3,2004,New treaty,Yes,No,6,YES,6,YES,YES,NO,NO,NO,NO,NO,YES,10,10,15,10,10,YES,YES,"NA",YES,NO,NO,NO,YES,YES,No,PHL,CZE
3369,1,Asia,TRUE,TRUE,TRUE,TRUE,Myanmar,Korea (Rep.),2002,2004,New treaty,Yes,No,6,YES,6,YES,YES,NO,YES,NO,NO,NO,YES,10,"NA",10,10,15,YES,YES,"NA",YES,YES,NO,NO,NO,NO,No,MMR,KOR
3370,1,Asia,TRUE,TRUE,TRUE,TRUE,Nepal,Korea (Rep.),2001,2004,New treaty,Yes,No,6,YES,NO,YES,YES,NO,YES,NO,NO,YES,NO,5,25,15,10,15,YES,NO,"NA",YES,NO,NO,NO,YES,NO,No,NPL,KOR
3632,1,Asia,FALSE,TRUE,FALSE,TRUE,Mongolia,Luxembourg,1998,2004,New treaty,Yes,Yes,6,NO,NO,NO,NO,YES,YES,YES,NO,NO,NO,5,10,15,10,5,YES,NO,5,NO,NO,NO,NO,YES,NO,No,MNG,LUX
3953,1,Asia,FALSE,TRUE,FALSE,TRUE,Mongolia,Netherlands,2002,2004,New treaty,Yes,Yes,12,NO,NO,YES,YES,NO,NO,YES,NO,NO,NO,15,"NA",15,10,5,NO,NO,5,NO,NO,NO,YES,YES,NO,Yes,MNG,NLD
4301,1,Asia,FALSE,TRUE,FALSE,TRUE,Philippines,Sweden,1998,2004,Renegotiation,Yes,No,6,YES,6,YES,YES,YES,NO,NO,NO,NO,YES,10,25,15,10,15,YES,NO,"NA",YES,NO,NO,NO,YES,YES,No,PHL,SWE
4310,1,Asia,FALSE,FALSE,FALSE,FALSE,Vietnam,Philippines,2001,2004,New treaty,Yes,No,3,YES,6,NO,NO,YES,YES,YES,YES,YES,YES,10,25,15,15,15,YES,YES,"NA",NO,YES,NO,NO,YES,YES,No,VNM,PHL
4310,0,Asia,FALSE,FALSE,FALSE,FALSE,Philippines,Vietnam,2001,2004,New treaty,Yes,No,3,YES,6,NO,NO,YES,YES,YES,YES,YES,YES,10,25,15,15,15,YES,YES,"NA",NO,YES,NO,NO,YES,YES,No,PHL,VNM
4391,1,Africa,TRUE,FALSE,FALSE,FALSE,Sudan,Qatar,1998,2004,New treaty,Yes,No,6,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,0,"NA",0,0,NO LIMIT,NO,YES,"NA",NO,NO,NO,YES,NO,NO,No,SDN,QAT
4640,1,Asia,FALSE,FALSE,FALSE,FALSE,Sri Lanka,United Arab Emirates,2003,2004,New treaty,Yes,No,6,YES,6,NO,NO,YES,YES,YES,YES,YES,YES,10,"NA",10,10,10,YES,YES,"NA",YES,YES,NO,YES,YES,"NA",No,LKA,ARE
4643,1,Asia,FALSE,TRUE,TRUE,TRUE,Sri Lanka,United States,1985,2004,New treaty,Yes,No,6,NO,6,YES,YES,YES,YES,YES,YES,YES,YES,15,"NA",15,10,10,YES,NO,"NA",YES,YES,NO,NO,YES,YES,No,LKA,USA
4654,1,Africa,TRUE,TRUE,TRUE,TRUE,Sudan,Turkey,2001,2004,New treaty,Yes,No,18,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,10,"NA",10,10,10,YES,NO,"NA",NO,NO,NO,NO,NO,NO,No,SDN,TUR
392,1,Asia,TRUE,TRUE,FALSE,TRUE,Nepal,Austria,2e3,2003,New treaty,Yes,No,6,YES,6,YES,YES,YES,YES,YES,NO,YES,NO,5,25,15,15,15,YES,NO,"NA",NO,NO,NO,YES,YES,YES,No,NPL,AUT
1242,1,Asia,FALSE,TRUE,TRUE,TRUE,Mongolia,Canada,2002,2003,New treaty,Yes,No,6,YES,6,YES,YES,NO,NO,NO,NO,NO,NO,5,10,15,10,10,YES,YES,5,YES,NO,NO,NO,YES,YES,No,MNG,CAN
2145,1,Asia,FALSE,TRUE,FALSE,TRUE,Vietnam,Finland,2001,2003,New treaty,Yes,No,6,YES,6,YES,YES,YES,YES,YES,YES,YES,NO,10,25,15,10,10,YES,YES,"NA",YES,YES,NO,NO,YES,YES,No,VNM,FIN
2739,1,Asia,FALSE,TRUE,FALSE,TRUE,Vietnam,Iceland,2002,2003,New treaty,Yes,No,6,YES,6,NO,NO,YES,YES,YES,YES,YES,NO,10,25,15,10,10,YES,YES,"NA",YES,YES,NO,NO,YES,YES,No,VNM,ISL
3771,1,Africa,TRUE,FALSE,FALSE,FALSE,Sudan,Malaysia,1993,2003,New treaty,Yes,No,6,YES,NO,NO,NO,YES,NO,YES,NO,NO,NO,10,"NA",10,10,10,YES,YES,10,NO,NO,NO,NO,NO,YES,No,SDN,MYS
3803,1,Africa,TRUE,FALSE,FALSE,FALSE,Mali,Tunisia,2e3,2003,New treaty,Yes,No,6,YES,NO,YES,YES,NO,YES,NO,NO,YES,NO,0,25,5,5,10,YES,YES,"NA",NO,NO,NO,NO,NO,NO,Yes,MLI,TUN
4208,1,Asia,FALSE,FALSE,FALSE,FALSE,Pakistan,Oman,1999,2003,New treaty,Yes,No,6,NO,NO,YES,YES,NO,NO,YES,NO,YES,NO,10,10,12.5,10,12.5,YES,YES,12.5,NO,NO,NO,NO,NO,YES,No,PAK,OMN
4248,1,Asia,FALSE,FALSE,FALSE,FALSE,Pakistan,Syria,2001,2003,New treaty,Yes,No,6,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,10,"NA",10,10,18,YES,YES,"NA",NO,NO,NO,NO,YES,NO,No,PAK,SYR
4448,1,Asia,FALSE,FALSE,TRUE,TRUE,Sri Lanka,Russia,1999,2003,New treaty,Yes,No,6,YES,6,YES,YES,YES,YES,YES,NO,NO,YES,10,25,15,10,10,YES,YES,"NA",NO,YES,YES,NO,NO,YES,No,LKA,RUS
1419,1,Asia,FALSE,FALSE,TRUE,TRUE,Philippines,China (People's Rep.),1999,2002,New treaty,Yes,No,6,YES,6,YES,YES,NO,NO,NO,NO,NO,YES,10,10,15,10,10,YES,YES,"NA",YES,NO,NO,NO,YES,NO,No,PHL,CHN
1849,1,Africa,TRUE,TRUE,FALSE,TRUE,Uganda,Denmark,2e3,2002,Renegotiation,Yes,No,6,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,10,25,15,10,10,YES,NO,10,NO,NO,NO,NO,YES,YES,Yes,UGA,DNK
2938,1,Asia,FALSE,FALSE,FALSE,FALSE,Sri Lanka,Iran,2e3,2002,Renegotiation,Yes,No,12,YES,NO,NO,NO,YES,NO,YES,YES,NO,YES,10,"NA",10,10,8,YES,YES,"NA",YES,NO,NO,YES,YES,"NA",No,LKA,IRN
3120,1,Africa,TRUE,TRUE,TRUE,TRUE,Senegal,Italy,1998,2002,New treaty,Yes,No,6,NO,NO,YES,YES,NO,NO,YES,NO,NO,NO,15,"NA",15,15,15,YES,YES,"NA",NO,NO,NO,NO,NO,NO,No,SEN,ITA
3453,1,Asia,FALSE,FALSE,FALSE,FALSE,Sri Lanka,Kuwait,2002,2002,New treaty,Yes,No,3,YES,3,YES,YES,YES,YES,YES,YES,YES,YES,10,"NA",10,10,20,YES,NO,"NA",NO,NO,NO,YES,NO,YES,No,LKA,KWT
3954,1,Asia,FALSE,TRUE,FALSE,TRUE,Mongolia,Poland,1997,2002,New treaty,Yes,No,12,NO,NO,YES,YES,NO,NO,YES,YES,NO,NO,10,"NA",10,10,5,YES,YES,"NA",YES,NO,NO,NO,YES,YES,No,MNG,POL
3957,1,Asia,FALSE,TRUE,FALSE,TRUE,Mongolia,Switzerland,1999,2002,New treaty,Yes,No,6,YES,NO,YES,YES,NO,NO,YES,NO,NO,NO,5,25,15,10,5,YES,NO,"NA",NO,NO,NO,NO,NO,NO,No,MNG,CHE
4193,1,Africa,TRUE,TRUE,FALSE,TRUE,Uganda,Norway,1999,2002,New treaty,Yes,No,6,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,10,25,15,10,10,YES,NO,10,NO,NO,NO,NO,NO,YES,Yes,UGA,NOR
