AgmtID,Unique,C1_Region,C1_LDC,C2_OECD,C2_G20,C2_BEPS,C1,C2,Signedyear,Effectiveyear,Type,Ratified,Terminated,5i,5ii,5iii,5iv,5v,5vi,5vii,5viii,7i,7ii,8i,10i,10ii,10iii,11i,12i,12ii,12iii,12iv,13i,13ii,16i,18i,18ii,21i,27i,source.country,destination.country
4235,1,Asia,FALSE,FALSE,FALSE,FALSE,Pakistan,Romania,1999,2002,Renegotiation,Yes,No,9,YES,6,YES,YES,NO,YES,NO,NO,NO,NO,10,"NA",10,10,12.5,YES,YES,"NA",YES,NO,NO,NO,YES,NO,No,PAK,ROU
4302,1,Asia,FALSE,TRUE,FALSE,TRUE,Philippines,Switzerland,1998,2002,New treaty,Yes,No,6,YES,6,YES,YES,YES,NO,YES,NO,NO,YES,10,10,15,10,15,YES,NO,"NA",YES,NO,NO,NO,NO,"NA",No,PHL,CHE
4603,1,Africa,TRUE,FALSE,TRUE,TRUE,Uganda,South Africa,1997,2002,Renegotiation,Yes,No,6,YES,NO,NO,NO,NO,NO,YES,NO,YES,NO,10,25,15,10,10,YES,NO,10,NO,NO,NO,YES,NO,YES,Yes,UGA,ZAF
837,1,Asia,FALSE,TRUE,FALSE,TRUE,Mongolia,Belgium,1995,2001,New treaty,Yes,No,6,NO,NO,YES,YES,NO,NO,YES,NO,NO,NO,5,10,15,10,5,YES,NO,"NA",NO,NO,NO,NO,YES,YES,Yes,MNG,BEL
1307,1,Asia,FALSE,TRUE,FALSE,TRUE,Cape Verde,Portugal,1999,2001,New treaty,Yes,No,6,YES,6,YES,YES,NO,NO,NO,NO,NO,NO,10,"NA",10,10,10,YES,YES,"NA",NO,NO,NO,NO,YES,NO,No,CPV,PRT
3961,1,Asia,FALSE,FALSE,FALSE,FALSE,Mongolia,United Arab Emirates,2001,2001,New treaty,Yes,Yes,18,YES,18,YES,YES,YES,YES,YES,YES,YES,NO,0,"NA",0,0,10,YES,NO,"NA",NO,NO,NO,NO,NO,NO,No,MNG,ARE
4027,1,Asia,FALSE,FALSE,FALSE,FALSE,Sri Lanka,Nepal,1999,2001,New treaty,Yes,No,3,YES,3,NO,NO,YES,YES,YES,YES,YES,YES,15,"NA",15,15,15,YES,YES,"NA",NO,YES,YES,YES,YES,"NA",No,LKA,NPL
4027,0,Asia,TRUE,FALSE,FALSE,FALSE,Nepal,Sri Lanka,1999,2001,New treaty,Yes,No,3,YES,3,NO,NO,YES,YES,YES,YES,YES,YES,15,"NA",15,15,15,YES,YES,"NA",NO,YES,YES,YES,YES,"NA",No,NPL,LKA
4382,1,Africa,TRUE,FALSE,FALSE,FALSE,Senegal,Qatar,1998,2001,New treaty,Yes,No,3,NO,NO,NO,NO,YES,YES,YES,NO,NO,NO,0,"NA",0,0,0,YES,YES,"NA",NO,YES,NO,NO,NO,NO,Yes,SEN,QAT
608,1,Asia,TRUE,TRUE,FALSE,TRUE,Bangladesh,Poland,1997,2e3,New treaty,Yes,No,6,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,10,10,15,10,10,NO,YES,"NA",YES,NO,NO,NO,YES,YES,No,BGD,POL
916,1,Asia,FALSE,TRUE,FALSE,TRUE,Vietnam,Belgium,1996,2e3,New treaty,Yes,No,6,YES,6,NO,NO,YES,NO,NO,YES,YES,NO,5,50,15,10,15,YES,YES,15,YES,YES,NO,NO,YES,NO,Yes,VNM,BEL
1250,1,Africa,FALSE,TRUE,TRUE,TRUE,Nigeria,Canada,1992,2e3,New treaty,Yes,No,3,YES,NO,YES,YES,NO,NO,NO,YES,YES,YES,12.5,10,15,12.5,12.5,YES,YES,"NA","NA","NA",NO,YES,NO,YES,No,NGA,CAN
1390,1,Asia,TRUE,FALSE,TRUE,TRUE,Laos,China (People's Rep.),1999,2e3,New treaty,Yes,No,12,YES,NO,YES,YES,NO,NO,YES,NO,NO,NO,5,"NA",5,5,5,YES,YES,"NA",YES,YES,NO,NO,YES,NO,No,LAO,CHN
1438,1,Africa,TRUE,FALSE,TRUE,TRUE,Sudan,China (People's Rep.),1997,2e3,New treaty,Yes,No,18,YES,12,YES,YES,NO,NO,YES,NO,NO,NO,5,"NA",5,10,10,YES,YES,"NA",YES,YES,NO,NO,YES,NO,No,SDN,CHN
2906,1,Asia,FALSE,FALSE,TRUE,TRUE,Vietnam,Indonesia,1997,2e3,New treaty,Yes,No,6,YES,3,NO,NO,YES,YES,YES,YES,YES,NO,15,"NA",15,15,15,YES,YES,"NA",YES,YES,NO,YES,NO,YES,Yes,VNM,IDN
3746,1,Asia,FALSE,FALSE,FALSE,FALSE,Papua New Guinea,Malaysia,1993,2e3,New treaty,Yes,No,6,YES,NO,NO,NO,YES,NO,YES,NO,NO,NO,15,"NA",15,15,10,YES,YES,10,"NA","NA",NO,NO,NO,YES,No,PNG,MYS
3770,1,Asia,FALSE,FALSE,FALSE,FALSE,Sri Lanka,Malaysia,1997,2e3,Renegotiation,Yes,No,6,YES,2,NO,NO,YES,YES,YES,NO,NO,YES,15,"NA",15,10,10,YES,YES,"NA",NO,YES,NO,NO,NO,YES,No,LKA,MYS
3855,1,Africa,TRUE,FALSE,FALSE,FALSE,Mozambique,Mauritius,1997,2e3,New treaty,Yes,No,6,YES,6,NO,NO,YES,NO,NO,NO,YES,NO,8,25,15,8,5,YES,NO,"NA",NO,NO,NO,NO,YES,NO,No,MOZ,MUS
3857,1,Asia,TRUE,FALSE,FALSE,FALSE,Nepal,Mauritius,1999,2e3,New treaty,Yes,No,6,YES,6,NO,NO,YES,YES,YES,YES,YES,NO,5,15,15,15,15,YES,YES,"NA",NO,NO,YES,NO,YES,YES,No,NPL,MUS
4233,1,Asia,FALSE,FALSE,FALSE,FALSE,Pakistan,Qatar,1999,2e3,New treaty,Yes,No,6,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,5,10,10,10,10,YES,NO,10,NO,NO,YES,NO,NO,YES,No,PAK,QAT
4241,1,Asia,FALSE,FALSE,TRUE,TRUE,Pakistan,South Africa,1998,2e3,New treaty,Yes,No,6,YES,6,NO,NO,NO,NO,NO,NO,YES,YES,10,10,15,10,10,YES,NO,10,NO,NO,NO,YES,YES,YES,No,PAK,ZAF
4659,1,Africa,FALSE,FALSE,FALSE,FALSE,Swaziland,Taiwan,1998,2e3,New treaty,Yes,No,12,YES,6,YES,YES,NO,NO,NO,NO,NO,NO,10,"NA",10,10,10,YES,NO,10,NO,NO,NO,YES,NO,YES,No,SWZ,TWN
616,1,Asia,TRUE,FALSE,FALSE,FALSE,Bangladesh,Thailand,1997,1999,New treaty,Yes,No,6,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,10,10,15,15,15,YES,YES,"NA",NO,NO,NO,NO,NO,YES,No,BGD,THA
1302,1,Asia,FALSE,TRUE,TRUE,TRUE,Vietnam,Canada,1997,1999,New treaty,Yes,No,6,YES,6,NO,NO,YES,YES,YES,NO,YES,NO,10,25,15,10,10,YES,YES,7.5,NO,YES,NO,NO,YES,YES,No,VNM,CAN
1690,1,Asia,FALSE,TRUE,FALSE,TRUE,Mongolia,Czech Republic,1997,1999,New treaty,Yes,No,12,YES,6,NO,NO,YES,YES,YES,NO,NO,NO,10,"NA",10,10,10,YES,YES,"NA",NO,NO,NO,NO,YES,NO,No,MNG,CZE
1739,1,Asia,FALSE,TRUE,FALSE,TRUE,Vietnam,Czech Republic,1997,1999,New treaty,Yes,No,6,YES,6,NO,NO,YES,YES,YES,NO,YES,NO,10,"NA",10,10,10,YES,YES,"NA",YES,NO,NO,NO,NO,NO,No,VNM,CZE
2046,1,Asia,FALSE,FALSE,FALSE,FALSE,Papua New Guinea,Fiji,1998,1999,New treaty,Yes,No,4,YES,4,NO,NO,YES,NO,YES,YES,NO,NO,17,"NA",17,10,15,YES,YES,15,NO,NO,NO,NO,NO,YES,No,PNG,FJI
2209,1,Asia,FALSE,TRUE,TRUE,TRUE,Mongolia,France,1996,1999,New treaty,Yes,No,12,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,5,10,15,10,5,NO,NO,"NA",YES,NO,NO,NO,YES,NO,No,MNG,FRA
2299,1,Africa,TRUE,FALSE,FALSE,FALSE,Gambia,Taiwan,1998,1999,New treaty,Yes,No,12,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,10,"NA",10,10,10,YES,YES,"NA",NO,NO,NO,NO,NO,NO,No,GMB,TWN
2668,1,Asia,FALSE,TRUE,FALSE,TRUE,Mongolia,Hungary,1994,1999,New treaty,Yes,No,12,NO,NO,YES,YES,NO,NO,YES,YES,NO,NO,5,25,15,10,5,YES,YES,"NA",NO,NO,NO,NO,NO,YES,No,MNG,HUN
3288,1,Asia,FALSE,FALSE,FALSE,FALSE,Mongolia,Kazakhstan,1998,1999,New treaty,Yes,No,12,YES,6,NO,NO,NO,YES,YES,YES,YES,NO,10,"NA",10,10,10,NO,YES,"NA",NO,NO,NO,NO,NO,YES,No,MNG,KAZ
3379,1,Asia,FALSE,TRUE,TRUE,TRUE,Papua New Guinea,Korea (Rep.),1996,1999,New treaty,Yes,No,6,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,15,"NA",15,10,10,YES,YES,"NA",NO,NO,NO,NO,NO,NO,No,PNG,KOR
3438,1,Asia,FALSE,FALSE,FALSE,FALSE,Pakistan,Kuwait,1998,1999,New treaty,Yes,No,6,YES,9,YES,YES,YES,NO,YES,NO,YES,NO,10,"NA",10,10,10,YES,YES,"NA",NO,NO,NO,NO,NO,NO,No,PAK,KWT
4028,1,Asia,TRUE,FALSE,FALSE,FALSE,Nepal,Thailand,1998,1999,New treaty,Yes,No,6,YES,6,NO,NO,YES,YES,YES,YES,YES,YES,10,10,15,15,15,YES,YES,15,NO,YES,YES,YES,NO,YES,No,NPL,THA
588,1,Asia,TRUE,FALSE,TRUE,TRUE,Bangladesh,China (People's Rep.),1996,1998,New treaty,Yes,No,6,YES,6,YES,YES,NO,NO,YES,NO,NO,YES,10,"NA",10,10,10,YES,YES,"NA",NO,NO,NO,NO,YES,NO,No,BGD,CHN
751,1,Asia,FALSE,FALSE,FALSE,FALSE,Vietnam,Belarus,1997,1998,New treaty,Yes,No,6,YES,6,YES,YES,YES,YES,YES,NO,YES,NO,15,"NA",15,10,15,YES,YES,"NA",YES,YES,NO,NO,YES,YES,No,VNM,BLR
1282,1,Africa,TRUE,TRUE,TRUE,TRUE,Tanzania,Canada,1995,1998,New treaty,Yes,No,6,YES,6,YES,YES,NO,YES,YES,YES,NO,YES,20,15,25,15,20,YES,YES,20,YES,YES,YES,YES,YES,YES,No,TZA,CAN
1918,1,Asia,FALSE,FALSE,FALSE,FALSE,Pakistan,Egypt,1995,1998,New treaty,Yes,No,3,YES,NO,NO,NO,YES,YES,YES,YES,YES,"NA",15,"NA",30,15,15,YES,YES,15,YES,YES,YES,NO,YES,YES,No,PAK,EGY
2154,1,Africa,FALSE,TRUE,TRUE,TRUE,Ghana,France,1993,1998,New treaty,Yes,No,6,YES,NO,YES,YES,NO,NO,NO,NO,YES,NO,7.5,10,15,12.5,12.5,NO,NO,10,YES,NO,NO,NO,YES,NO,No,GHA,FRA
2295,1,Africa,TRUE,TRUE,FALSE,TRUE,Gambia,Norway,1994,1998,Renegotiation,Yes,No,6,YES,NO,NO,NO,NO,YES,YES,NO,YES,NO,5,25,15,15,12.5,YES,NO,12.5,NO,YES,NO,YES,YES,NO,No,GMB,NOR
2675,1,Asia,FALSE,TRUE,FALSE,TRUE,Philippines,Hungary,1997,1998,New treaty,Yes,No,6,YES,6,YES,YES,NO,YES,YES,NO,YES,"NA",15,25,20,15,15,YES,NO,"NA",YES,NO,NO,NO,YES,YES,No,PHL,HUN
3141,1,Africa,TRUE,TRUE,TRUE,TRUE,Uganda,Italy,2e3,1998,New treaty,Yes,No,6,NO,6,YES,YES,NO,NO,NO,NO,YES,NO,15,"NA",15,15,10,YES,YES,10,NO,NO,NO,NO,NO,NO,No,UGA,ITA
3435,1,Asia,FALSE,FALSE,FALSE,FALSE,Mongolia,Kuwait,1998,1998,New treaty,Yes,Yes,3,YES,3,YES,YES,YES,YES,YES,YES,YES,NO,5,"NA",5,5,10,YES,NO,"NA",NO,NO,NO,NO,NO,NO,No,MNG,KWT
3504,1,Asia,TRUE,FALSE,FALSE,FALSE,Laos,Thailand,1997,1998,New treaty,Yes,No,6,YES,6,YES,YES,NO,NO,NO,NO,NO,YES,15,"NA",15,15,15,YES,YES,"NA",NO,NO,NO,NO,NO,YES,No,LAO,THA
3564,1,Africa,TRUE,TRUE,TRUE,TRUE,Lesotho,United Kingdom,1997,1998,Renegotiation,Yes,No,6,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,10,"NA",10,10,10,YES,NO,10,"NA","NA",NO,NO,NO,NO,No,LSO,GBR
3797,1,Asia,FALSE,FALSE,FALSE,FALSE,Vietnam,Malaysia,1995,1998,New treaty,Yes,No,6,YES,NO,YES,YES,YES,NO,YES,NO,NO,NO,10,"NA",10,10,10,YES,YES,10,YES,NO,NO,NO,NO,YES,No,VNM,MYS
3798,1,Africa,FALSE,FALSE,FALSE,FALSE,Zimbabwe,Malaysia,1994,1998,New treaty,Yes,No,9,YES,NO,YES,YES,YES,NO,YES,NO,NO,NO,10,15,20,10,10,YES,YES,10,NO,NO,NO,NO,NO,YES,No,ZWE,MYS
3875,1,Asia,FALSE,FALSE,FALSE,FALSE,Sri Lanka,Mauritius,1996,1998,New treaty,Yes,No,6,YES,6,NO,NO,YES,YES,NO,YES,YES,YES,10,10,15,10,10,YES,YES,"NA",YES,NO,YES,NO,YES,YES,No,LKA,MUS
3955,1,Asia,FALSE,FALSE,TRUE,TRUE,Mongolia,Russia,1995,1998,New treaty,Yes,No,24,YES,NO,YES,YES,NO,NO,YES,NO,NO,NO,10,"NA",10,10,NO LIMIT,YES,YES,"NA",NO,NO,NO,NO,NO,NO,No,MNG,RUS
4024,1,Asia,TRUE,TRUE,FALSE,TRUE,Nepal,Norway,1996,1998,New treaty,Yes,No,6,YES,6,NO,NO,NO,YES,NO,NO,YES,NO,5,25,15,15,15,YES,NO,"NA",NO,NO,NO,NO,NO,NO,No,NPL,NOR
4252,1,Asia,FALSE,FALSE,FALSE,FALSE,Pakistan,Tunisia,1996,1998,New treaty,Yes,No,6,YES,NO,NO,NO,YES,YES,NO,NO,YES,NO,10,"NA",10,13,10,NO,YES,"NA",NO,NO,NO,NO,NO,NO,No,PAK,TUN
4254,1,Asia,FALSE,FALSE,FALSE,FALSE,Pakistan,Turkmenistan,1994,1998,New treaty,Yes,No,6,YES,6,NO,NO,YES,YES,YES,NO,NO,NO,10,"NA",10,10,10,NO,YES,"NA",YES,NO,NO,NO,NO,YES,Yes,PAK,TKM
4292,1,Asia,FALSE,TRUE,FALSE,TRUE,Philippines,Poland,1992,1998,New treaty,Yes,No,6,NO,6,NO,NO,YES,NO,YES,NO,YES,YES,10,25,15,10,15,YES,YES,"NA",YES,NO,NO,NO,NO,YES,No,PHL,POL
4294,1,Asia,FALSE,FALSE,FALSE,FALSE,Philippines,Romania,1994,1998,New treaty,Yes,No,6,NO,NO,YES,YES,YES,YES,NO,YES,YES,YES,10,25,15,15,25,YES,YES,"NA",YES,NO,NO,NO,YES,YES,Yes,PHL,ROU
4295,1,Asia,FALSE,FALSE,TRUE,TRUE,Philippines,Russia,1995,1998,New treaty,Yes,No,6,YES,6,NO,NO,YES,NO,YES,YES,NO,YES,15,"NA",15,15,15,YES,YES,"NA",NO,YES,NO,NO,NO,YES,No,PHL,RUS
4715,1,Asia,FALSE,TRUE,FALSE,TRUE,Vietnam,Switzerland,1996,1998,New treaty,Yes,No,6,YES,6,YES,YES,YES,YES,YES,YES,NO,NO,7,50,15,10,10,YES,YES,"NA",YES,YES,NO,NO,NO,"NA",No,VNM,CHE
4726,1,Asia,FALSE,FALSE,FALSE,FALSE,Vietnam,Taiwan,1998,1998,New treaty,Yes,No,6,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,15,"NA",15,10,15,YES,YES,"NA",YES,NO,NO,NO,NO,NO,No,VNM,TWN
586,1,Asia,TRUE,TRUE,FALSE,TRUE,Bangladesh,Belgium,1990,1997,New treaty,Yes,No,6,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,15,"NA",15,15,10,YES,YES,"NA",NO,NO,NO,NO,NO,YES,No,BGD,BEL
589,1,Asia,TRUE,TRUE,FALSE,TRUE,Bangladesh,Denmark,1996,1997,New treaty,Yes,No,6,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,10,10,15,10,10,YES,NO,"NA",YES,NO,NO,NO,YES,YES,No,BGD,DNK
1158,1,Asia,FALSE,FALSE,FALSE,FALSE,Vietnam,Bulgaria,1996,1997,New treaty,Yes,No,6,YES,NO,NO,NO,YES,YES,YES,NO,YES,NO,15,"NA",15,10,15,YES,YES,15,YES,YES,NO,NO,NO,YES,No,VNM,BGR
1463,1,Asia,FALSE,FALSE,TRUE,TRUE,Vietnam,China (People's Rep.),1995,1997,New treaty,Yes,No,6,YES,6,YES,YES,NO,YES,YES,NO,YES,NO,10,"NA",10,10,10,YES,YES,"NA",YES,YES,NO,NO,YES,YES,No,VNM,CHN
1810,1,Asia,FALSE,TRUE,FALSE,TRUE,Philippines,Denmark,1995,1997,Renegotiation,Yes,No,6,YES,6,YES,YES,YES,NO,YES,YES,NO,YES,10,25,15,10,15,YES,YES,"NA",YES,NO,NO,NO,YES,YES,Yes,PHL,DNK
1859,1,Asia,FALSE,TRUE,FALSE,TRUE,Vietnam,Denmark,1995,1997,New treaty,Yes,No,6,YES,6,NO,NO,YES,NO,YES,YES,YES,NO,10,25,15,10,5,YES,YES,"NA",YES,YES,NO,NO,NO,YES,No,VNM,DNK
2010,1,Africa,TRUE,TRUE,TRUE,TRUE,Ethiopia,Italy,1997,1997,New treaty,Yes,No,6,YES,NO,YES,YES,YES,YES,NO,NO,NO,NO,10,"NA",10,10,20,YES,YES,"NA",NO,NO,NO,NO,NO,YES,No,ETH,ITA
2101,1,Asia,FALSE,TRUE,FALSE,TRUE,Pakistan,Finland,1994,1997,New treaty,Yes,No,6,YES,6,YES,YES,NO,NO,YES,NO,NO,YES,12,25,20,15,10,YES,YES,10,YES,NO,NO,NO,YES,YES,No,PAK,FIN
2223,1,Asia,FALSE,TRUE,TRUE,TRUE,Pakistan,France,1994,1997,Renegotiation,Yes,No,6,NO,NO,NO,NO,YES,NO,YES,NO,YES,NO,10,10,15,10,10,YES,YES,10,YES,YES,YES,NO,YES,YES,No,PAK,FRA
2413,1,Asia,FALSE,TRUE,TRUE,TRUE,Mongolia,Germany,1994,1997,New treaty,Yes,No,6,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,5,10,10,10,10,NO,YES,"NA",NO,NO,NO,NO,NO,NO,No,MNG,DEU
2496,1,Asia,FALSE,TRUE,TRUE,TRUE,Vietnam,Germany,1995,1997,New treaty,Yes,No,6,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,5,70,15,10,10,YES,YES,7.5,YES,NO,NO,NO,NO,NO,No,VNM,DEU
3046,1,Asia,FALSE,TRUE,FALSE,TRUE,Philippines,Israel,1992,1997,New treaty,Yes,No,6,YES,6,YES,YES,NO,YES,YES,NO,YES,YES,10,10,15,10,15,YES,YES,"NA",YES,NO,NO,NO,YES,YES,No,PHL,ISR
3505,1,Asia,FALSE,FALSE,FALSE,FALSE,Vietnam,Laos,1996,1997,New treaty,Yes,No,6,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,10,"NA",10,10,10,YES,YES,"NA",NO,NO,NO,NO,NO,NO,No,VNM,LAO
3505,0,Asia,TRUE,FALSE,FALSE,FALSE,Laos,Vietnam,1996,1997,New treaty,Yes,No,6,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,10,"NA",10,10,10,YES,YES,"NA",NO,NO,NO,NO,NO,NO,No,LAO,VNM
3562,1,Africa,TRUE,FALSE,TRUE,TRUE,Lesotho,South Africa,1995,1997,Renegotiation,Yes,No,6,YES,6,YES,YES,YES,NO,NO,NO,NO,NO,15,"NA",15,10,10,YES,NO,10,"NA","NA",NO,NO,NO,NO,Yes,LSO,ZAF
3736,1,Asia,FALSE,FALSE,FALSE,FALSE,Mongolia,Malaysia,1995,1997,New treaty,Yes,No,6,YES,NO,NO,NO,YES,NO,YES,NO,NO,NO,10,"NA",10,10,10,YES,YES,10,NO,NO,NO,NO,NO,YES,No,MNG,MYS
3959,1,Asia,FALSE,TRUE,TRUE,TRUE,Mongolia,Turkey,1995,1997,New treaty,Yes,No,24,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,10,"NA",10,10,10,YES,YES,"NA",NO,NO,NO,NO,NO,NO,No,MNG,TUR
3962,1,Asia,FALSE,TRUE,TRUE,TRUE,Mongolia,United Kingdom,1996,1997,New treaty,Yes,No,12,NO,NO,YES,YES,NO,NO,YES,NO,NO,NO,5,10,15,10,5,YES,NO,"NA",YES,NO,NO,NO,YES,NO,No,MNG,GBR
3963,1,Asia,FALSE,FALSE,FALSE,FALSE,Vietnam,Mongolia,1996,1997,New treaty,Yes,No,6,YES,6,NO,NO,YES,YES,YES,YES,YES,NO,10,"NA",10,10,10,YES,YES,10,YES,NO,NO,NO,YES,YES,No,VNM,MNG
3963,0,Asia,FALSE,FALSE,FALSE,FALSE,Mongolia,Vietnam,1996,1997,New treaty,Yes,No,6,YES,6,NO,NO,YES,YES,YES,YES,YES,NO,10,"NA",10,10,10,YES,YES,10,YES,NO,NO,NO,YES,YES,No,MNG,VNM
4147,1,Asia,FALSE,TRUE,FALSE,TRUE,Philippines,Norway,1987,1997,New treaty,Yes,No,6,YES,6,YES,YES,YES,YES,YES,NO,YES,YES,15,10,25,15,25,NO,YES,"NA",NO,YES,NO,NO,NO,NO,No,PHL,NOR
4158,1,Africa,TRUE,TRUE,FALSE,TRUE,Senegal,Norway,1994,1997,New treaty,Yes,No,3,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,16,"NA",16,16,16,YES,YES,"NA",NO,NO,NO,NO,NO,NO,Yes,SEN,NOR
4205,1,Asia,FALSE,TRUE,FALSE,TRUE,Vietnam,Norway,1995,1997,New treaty,Yes,No,6,YES,6,NO,NO,YES,YES,NO,YES,YES,NO,10,25,15,10,10,YES,YES,"NA",YES,YES,NO,NO,NO,YES,No,VNM,NOR
4260,1,Asia,FALSE,FALSE,FALSE,FALSE,Pakistan,Uzbekistan,1995,1997,New treaty,Yes,No,6,NO,NO,NO,YES,NO,YES,NO,YES,YES,NO,10,"NA",10,10,15,YES,YES,"NA",NO,NO,NO,NO,NO,NO,No,PAK,UZB
4437,1,Asia,FALSE,FALSE,FALSE,FALSE,Vietnam,Romania,1995,1997,New treaty,Yes,No,6,YES,6,YES,YES,YES,YES,YES,YES,NO,NO,15,"NA",15,10,15,YES,YES,"NA",NO,YES,NO,NO,NO,YES,No,VNM,ROU
4468,1,Asia,FALSE,FALSE,TRUE,TRUE,Vietnam,Russia,1993,1997,New treaty,Yes,No,6,YES,12,NO,NO,YES,NO,NO,YES,YES,NO,10,"NA",15,10,15,YES,YES,"NA",YES,NO,NO,NO,NO,YES,No,VNM,RUS
4779,1,Asia,FALSE,FALSE,FALSE,FALSE,Vietnam,Ukraine,1996,1997,New treaty,Yes,No,6,YES,6,NO,NO,YES,NO,YES,NO,YES,NO,10,"NA",10,10,10,YES,YES,"NA",YES,NO,NO,NO,NO,YES,No,VNM,UKR
4800,1,Asia,FALSE,FALSE,FALSE,FALSE,Vietnam,Uzbekistan,1996,1997,New treaty,Yes,No,6,YES,6,NO,NO,YES,YES,YES,YES,YES,NO,15,"NA",15,10,15,YES,YES,15,YES,YES,NO,NO,NO,YES,No,VNM,UZB
508,1,Asia,FALSE,FALSE,FALSE,FALSE,Pakistan,Azerbaijan,1996,1996,New treaty,Yes,No,6,YES,6,NO,NO,YES,YES,YES,NO,NO,NO,10,"NA",10,10,10,YES,NO,"NA",YES,NO,NO,NO,NO,NO,No,PAK,AZE
1417,1,Asia,FALSE,FALSE,TRUE,TRUE,Papua New Guinea,China (People's Rep.),1994,1996,New treaty,Yes,No,6,YES,6,YES,YES,YES,NO,NO,NO,NO,NO,15,"NA",15,10,10,YES,YES,"NA",YES,YES,NO,NO,YES,NO,No,PNG,CHN
2284,1,Africa,FALSE,TRUE,TRUE,TRUE,Zimbabwe,France,1993,1996,New treaty,Yes,No,6,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,10,25,15,10,10,YES,YES,10,YES,NO,NO,NO,YES,NO,No,ZWE,FRA
2707,1,Asia,FALSE,TRUE,FALSE,TRUE,Vietnam,Hungary,1994,1996,New treaty,Yes,No,6,YES,6,YES,YES,YES,YES,YES,YES,YES,NO,10,"NA",10,10,10,NO,YES,"NA",YES,YES,NO,NO,NO,YES,No,VNM,HUN
